text	label
Lúc spa mới mở, dịch vụ rất ok. Sau này mở lâu làm rất chán. Nhất là nv làm liệu trình chào mời mua gói dv dài hạn ĐỪNG MUA, vì khi chào mời NV đó hứa hẹn tùm lum, mua xong thì NV đó nghỉ, bạn hỏi lại những gì NV đó hứa thì qly nói không biết và ko đáp ứng cho bạn. Tốt nhất muốn làm lần nào thì mua lần đó. Ko nên để bị dụ mua gói dài hạn. Rút kinh nghiệm đi spa từ trước đến nay nha mọi người.	0
Giảm cân an toàn	1
Chỗ này lừa đảo, chỉ mất tiền chứ chả có hiệu quả gì hết. Mọi người vào sẽ hiểu cảm giác mất tiền mà còn bị bảo ngu nữa	0
Xem full tại: https://www.youtube.com/watch?v=pF4sIKRlM_Y&t=150s&ab_channel=PensiliaBeautyClinic	1
em mong nhận được quà của bác sĩ ạ ♥️♥️	1
Pensilia quá đỉnh về mọi thứ luôn.	1
Pensilia is so Pro❤️❤️❤️	1
Trang Hoang	1
bs đô con nhất, mà nhảy khí thêd nhất đúng chất vt	1
Mong được nhận quà tặng điều trị nám của Pensilia!	1
Sao ko thấy chủ tịch lên sàn vậy. Lo làm camera man hả.	1
"Dịch vụ rất tệ, giá mắc, chất lượng tệ so với chi phí đã bỏ ra. Do lỡ mua gói dịch vụ bên này nên đành phải xài, dù đã phàn nàn về khâu lễ tân:
1. bỏ mặt khách chờ không thèm lấy thông tin, phải nhắc 2 lần là đã có đặt lịch hẹn trước. Mỗi lần đến, ĐỀU PHẢI CHỜ ÍT NHẤT 30' kể từ giờ hẹn.  Nhưng toàn nghe xin lỗi mà không cải thiện.
2. Kỹ thuật viên [KTV]: spa chạy quảng cáo nhiều nên nhận khách nhiều trong khi công suất nhân sự chưa đáp ứng nổi, KTV ôm tour cùng lúc 2-3 người, làm giảm chất lượng, đôi khi bỏ qua bước massage đầu dù trong liệu trình có bước này (mới bị chiều nay luôn).

Terrible experience, over price, supper expensive compared to quality. Really regret when buying package here."	0
hi vọng may mắn ạ	1
Chỉ 4 lí do thôi sao. Dù bạn siêng năng chăm da cỡ nào đi chăng nữa. Mỹ phải đắt tiền đi nữa nó cũng đổ sông đổ biển khi sờ tay lên mặt, không vệ sinh sạch da và nóng trong người.	0
Cảm ơn c	1
Em hi vọng nhận quà tặng của bác sĩ.	1
bảo là công nghệ tan mỡ nóng lạnh gì nghe to lắm nhg mà làm xong thấy cũng y vậy, chỉ săn hơn tí lúc vừa làm xong	1
Pensilia quá đỉnh về mọi thứ luôn.	1
Mong được quà của bác sĩ thảo ạ	1
Thời gian chờ đợi để được điều trị quá dài, làm mất thời gian và cảm giác không thoải mái!	0
Cuong Ta a mấy gói nè	1
Em chào bs! Em rất mong được nhận quà	1
Ước gì ở gần bạn tui nha	1
Tuần  trước  em hẹn  bs mà không  được  gặp, em mới  tiêm  nám với  đi laze đồng bên  bác.	0
Nhanh qua nhận quà .	1
mình thấy họ quãng cáo nhiều quá , nên ko biết có đi làm hay không nữa , và thấy bên Gangnam cũng có dịch vụ giống như vậy !	0
Anh nào anh nào má Dzớt cho làm quen zới kkk	1
Dễ thương xỉu anh ơi 🤭	1
Bác Thảo có nụ cười toả nắng, làm sáng thêm chiếc máy xịn xò	1
Hay quá bs ơi. Bs Thảo là tuyệt vời nhất.	1
!	1
⭐⭐⭐⭐⭐	1
Co bi bầm k c	1
Tham khảo các sản phẩm kem chống nắng tại https://dep24gio.vn/search?type=product&q=kem%20ch%E1%BB%91ng%20n%E1%BA%AFng	1
Doanh nghiệp lớn, nhưng làm ăn thiếu trách nhiệm. Sau khi gây ảnh hưởng sức khoẻ đến khách hàng thì thoả thuận kiểu đưa voucher thay cho chi phí bồi thường... mà voucher chỉ ụng dịch vụ nguyên giá (số tiền phải trả cao chục lần nếu không áp dụng voucher mà chỉ xài ctkm trong tháng, nói chung voucher vô nghĩa)	1
Mong nhận được quà từ bác sĩ	1
nếu mà có 0 sao tôi sẽ đánh giá tmv này 0 sao. không bh muốn quay lại	1
"Mình được người quen giới thiệu đến khám tại phòng khám. Mình muốn làm 2 liệu trình: phá nốt ruồi và trị sẹo. Nhân viên thu 300.000đ và bảo là chi phí khám ban đầu. Các bạn hướng dẫn mình chụp hình để soi da:
- chụp bằng máy ảnh chắc để theo dõi trước và sau khi làm với họ
- chụp bằng máy gì đấy hết gương mặt mình, bảo là soi da
Lưu ý là chụp với mỗi cái mặt mình thôi nhé, còn vết sẹo ở cổ thì ko thấy nhắc đến. Sau đó lên lầu chờ bác sĩ xuống thăm khám. Bác sĩ bảo 1 câu cho cái nốt ruồi của mình thôi:
- 150k phí phá nốt ruồi
Sau đó thì tập trung vô cái sẹo, chi phí tiêm thuốc làm mềm sẹo là ~1.5tr, chi phí Co2 để đều da là ~4tr. Cần làm 3 lần để đạt đc kết quả mong muốn. Đi ra gặp bạn nhân viên tư vấn, họ cũng nói giống như bác sĩ. Không hiểu tại sao lại phải nghe 2-3 lần cho cùng 1 nội dung.
Chụp soi da? tư vấn chăm sóc chỗ nào để lấy phí 300k?
Em khuyên mọi người về bệnh viện da liễu khám, chi phí tiêm chỉ có 250k thôi ạ."	1
Làm liệu trình xong không thấy đỡ mà thấy mặt mình xấu hơn 	1
Nữ nhân viên tư vấn đưa ra các dịch vụ để khách sử dụng, tuy nhiên khi khách lưỡng lự không muốn làm thì tỏ vẻ thái độ với khách.	1
"Hình ảnh thực tế về cơ chế hoạt động của công nghệ laser 3 tia: 
https://youtu.be/2Vdbl5cL3pM"	1
Ôi dễ thương quá, e cười sặc sụa luôn chị oie 😅😅😅	1
E muốn nhận qa ne bs oi.	1
Thời gian điều trị quá ngắn không đủ để thấy rõ hiệu quả của liệu pháp!	0
E muốn đc nhận quà bs ơi	1
Điều dưỡng tay nghề kém quá, đến chăm sóc da xong về thấy dị ứng tè le. Ta nói nó mất thời gian quá đi thôi	0
Chi phí Thermage và tiêm HA chi phí là bao nhiêu vậy bác sĩ	0
🥰❤️❤️❤️❤️	1
đỏ rực nổi bật luôn nè!	1
Fan cứng nè BS	1
Bs lên chương trình khuyến mãi giá sinh viên để các bạn có điều kiện đến điều trị đi bác. Đang hè nè Bác , trong đó có em nữa hihi	1
đúng là ngàn hoa 🌺	1
They are very irresponsibly, all they care about is how to take your money regardless of the results. They work separately, the receptionists and e-marketings are not fully aware of the results an implication after the surgery because they are not doctors and not trained well enough to tell us about the other side of what kind of surgery we wanna take. So do not believe in their online ad or whatever they tell u.	0
Dịch vụ không đáng cho số tiền mình bỏ ra. Thái độ nhân viên cũng ổn, nhưng kết quả cuối cùng không hiệu quả gì cả. Chán 	0
Thái độ phục vụ kém về dịch vụ và tư vấn	0
Xịn xò quá . Thêm nón bảo hiểm nữa cho đủ bộ lun Bs Nguyen Phuong Thao ơi .	1
"Mình ko đánh giá cao bác sĩ, mình làm dịch vụ peel nhưng tư vấn hời hợt. Bsi kê cho mình peel ko bong, hôm sau mình bôi kcn bị vụn trắng thì phản hồi và thắc mắc lúc tư vấn sao ko nói sẽ có tình trạng đó thì bsi bảo sao mình ko hiểu là khi tác động acid lên da thì ko thể nào da ko có phản ứng gì được? Alo? Là mình phải tự hiểu việc đó hả? Nếu vậy thì phải kê viên chống nắng chứ cái mặt vẩy z sao ra đường? Peel của mình đc bsi dặn vẫn bôi kcn tẩy trang rửa mặt 3 ngày đầu nếu ra nắng v mà bsi ko ghi vào toa. Bây giờ mặt mình bình thường lại rồi nhưng vẫn ko thích cách giải thích biện hộ ăn ko nói có của bsi, rồi mặc định việc tự nhớ tự hiểu của bệnh nhân

Update thêm là mình bị mụn ẩn, bsi soi da thì nói do bụi mịn ở sg, ko hỏi mình xài kcn tẩy trang gì có sạch ko, kê peel cho mình rồi vẫn skincare theo routine cũ có trước đó, giờ 1 tháng rồi mặt mình vẫn ko giảm hay thay đổi gì hết, còn nổi thêm n"	0
Spa này cảm thấy duy trì dc thì trả tiền tip 2 ngày cho NV đi. Ko thì dẹp tiệm sớm đi.	0
Thái độ tư vấn của nhân viên quá tệ. Nên cân nhắc trước khi làm dịch vụ tại đây.	0
Dịch vụ giá thì cao nhưng chăm sóc khách hàng tệ, bác sĩ cũng như vậy thái độ với khách hàng. Mình cảm thấy k hài lòng khi bỏ tiền ra nhưng thái độ hời hợtt	0
"Công nghệ Laser đồng ánh sáng kép được FDA chứng nhận:
- Điều trị nám, đỏ da
- Điều trị mụn
- Bật tông da, trắng sáng
- Và các bệnh lý về da
https://www.accessdata.fda.gov/cdrh_docs/pdf2/k023899.pdf"	1
Đã dành quá nhiều thời gian cho liệu trình nhưng không thấy sự cải thiện gì!	0
Khách bận đồ đẹp thì bu, bận thường thường thì tư vấn không nhiệt tình lắm. Chắc chúng nó sợ tui thiếu tiền 	0
Anh Cường hok được để Chị em Ăn Mỳ Tum!?!?! Thương Chị Của Em!!!	1
Cận cảnh hình ảnh trước và sau thực hiện.	1
Tư vấn qua điện thoại không có kiến thức vững vàng về sản phẩm/dịch vụ, không thể giúp mình giải đáp các thắc mắc.	0
Đẹp  quá em ơi	1
mong được 1 lần gặp bs	1
Chắc khách đông quá nên phục vụ công nghiệp ác. Nhưng mà thấy cũng được được	1
Mai chị lại được gặp bs Thảo nữa nè	1
Càng ngày càng đẹp vậy bạn ơi	1
Dương Thị Yến	1
Chúc con một năm mới nhiều sức khỏe, trẻ trung xinh đẹp và Pensilia làm ăn phát tài phát lộc và luôn được nhiều khách hàng tin yêu.	1
Mong nhận được quà tặng điều trị nám của Pensilia	1
Da đẹp quá mẹ H ui	1
Helo bs Thảo	1
De thương quá ne	1
❤️	1
mong được nhận quà của bs ạ	1
Bắn 1.2 lần đầu se đậm lên. Đến mấy lần sau mới giảm dần phải ko Bác	1
Tiếc của ham rẻ rồi đi tmv hút cái bụng lòi lõm thấy hoảng quá, em trầm cảm cả tháng nay mà e lướt fb của bác thấy bác có sửa lại mỡ hỏng gì đó không biết thật không nữa 😅 	1
Chạy xe tới mà hết chỗ để phải chạy ra quán cafe gửi xe	1
Mong muốn nhận được quà của bác sỹ! ❤️	1
Dịch vụ quá đắt đỏ so với chất lượng, không đáng tiền!	0
Trải nghiệm dịch vụ tệ. Spa mắc những lỗi sai cơ bản khi làm dịch vụ cho khách nữ, lỗi sai trong hình thức chăm sóc khách hàng và đặt lịch hẹn khiến mất rất nhiều thời gian của khách trong khi mỗi lần làm dịch vụ chỉ hết 15 phút	0
Khách đông mà WC thì có 1 cái, đi phải xếp hàng	1
Da nhìn mê luôn e🥰🥰🥰	0
Có chương trình khuyến mãi nào của laser đồng ko ạ	1
Mong được nhận quà tặng điều trị nám của Pensilia!	1
Tạm được	1
Quảng cáo 1 đằng tới nơi nói 1 nẻo	1
Cưng ghê Chị ui!!!	1
❤️❤️❤️❤️❤️	1
Đã bỏ ra thời gian và tiền bạc cho liệu trình nhưng không thấy sự cải thiện nào sau đó!	0
Fan cứng nè BS	1
Dịch vụ siêu tệ, đặt trước lịch cũng như không nhé. Phản ánh cũng như không ấy, bỏ tiền ra mà rước bực vào người	0
Chúc Bs cùng toàn thể nhân viên Pensilia năm mới vui ,khoẻ ,an khang thịnh  vượng ,phát tài ,phát lộc ,có nhiều khách hàng hơn ,Pensilia ngày càng lớn mạnh hơn	1
còn chương trình hả shop	1
Z102 - Phòng khám Da liễu Thẩm mỹ  mua công nghệ hả bs Thảo?	1
Bác ơi. Em tư vấn thêm liệu trình trị thâm tím quầng mắt ạ	1
🎈🎈🎈🎈	1
"Làm ăn như không có tâm
khách bỏ tiền ra làm đẹp, mà nhân viên thì như giận chồng rồi xả giận vào khách hàng, làm hỏng hết môi của khách hàng, mà thẩm mỹ viện cũng chẳng có trách nhiệm.
Con nhân viên tên Trúc nó còn tồn tại k? Chứ nó làm việc mà tâm nó chó tha mất rồi. Khách kêu đau, nó lườm khách rồi mạnh tay hơn. Trời tru đất diệt, thẩm mỹ viện nên sớm đóng cửa đi đỡ phải làm người khác tiền mất tật mang"	0
Không những không có sự cải thiện mà còn gặp phải nhiều vấn đề mới sau khi sử dụng sản phẩm/dịch vụ!	1
❤️❤️❤️❤️❤️	1
Gọi điện không ai nghe???	0
Mong muốn nhận được quà của bác sỹ! ❤️	1
Dịch vụ quá đắt đỏ so với chất lượng, không đáng tiền!	0
Giảm cân nhanh	1
Nhìn mà muốn đái ra quần!	1
❤️❤️❤️	1
Rõ chán	1
Làm ăn thất đức, lùa gà, mọi người k nên làm ở đây nhé! Nó dẽ từng bước, từng bước dẫn dụ mọi người sử dụng nhiều dịch vụ để ăn tiền thôi chứ thật ra chẳng ra cái giống hình gì, ép khách hàng làm nhiều dịch vụ.	1
Thời gian đầu thì nhiệt tình, đến khi gần hết liệu trình thì lại lơ là, rep tin nhắn tư vấn quá chậm và mỗi lần đặt lịch rất khó khăn	1
Yêu wa em	1
❤️❤️❤️	1
Nhân viên tư vấn khách xong, nhận tiền đưa voucher xong đứng lên đi cái một, không nói năng gì. Bỏ khách ngồi đó. Thiếu chuyên nghiệp!	0
Không thấy sự thay đổi rõ rệt sau khi điều trị, tiền bỏ ra hoàn toàn không xứng đáng.	0
Mai chị lại được gặp bs Thảo nữa nè	1
Hóng nhận quà 😆	1
Phẩm mỹ viện gì kì cục kẹo vậy	1
Yêu nhất cặp đôi hoàn hảo này.	1
Quá tuyệt vời.	1
Chào bác Thảo!	1
Chói quá chói nha chế	1
Nhìn bs Thảo cười  dễ thương quá chừng	1
Lừa đảo, tốn tiền mà không thấy hiệu quả mọc tóc	0
Duy trì dc bao lâu vậy bác?	1
Bữa giờ mình đang quan tâm các bài nói của bs về da	1
Vừa được đi học vừa được làm đẹp. Sướng nha 🌸🌸❤️. Hình hoa đào đâu e? Bên đó đang mùa hoa hả?	1
Giá đắt so với các spa và v khác.Tắm xong liệu trình da k trắng lên j cả còn bị đen hơn 2-3 tông vì bắt nắng mặc dù mình có che chắn và xịt cn rất kỹ.đến bị dụ mua kem ngày kem đêm bla ble xong về mới phát hiện ra là kem trộn.nt bên tmv thì k trả lời còn chặn tn mình luôn các bác ạ.đừng tin mấy quảng cáo trên fb các b kẻo mất tiền như mình.	0
Hồng Phượng chị ơi	1
Thiết nghĩ nên đầu tư thuê thầy Huỳnh Trung Hiếu về lên bài tập nhảy nha nha..🤣🤣🤣😛😛	1
Dịch vụ tệ nhất tôi từng làm.	0
Nhân viên không tận tình, không quan tâm đến nhu cầu và mong muốn của khách hàng.	0
Em chào bs! Em rất mong được nhận quà	1
Mong nhận được quà của bs ạ	1
Bảo vệ chặt chém khách hàng. Vừa thấy khách hàng đi ra đã chặn hỏi rồi xung phong đi mua đồ giúp khách. Tưởng dịch vụ đào tạo nhân viên của bệnh viện tốt, nhiệt tình, nào ngờ mua 1 cái bánh bông lan cuộn mà tận 120k. Bánh còn hỏng nữa chứ. Đúng là làm xấu mặt bệnh viện.	1
Tiêm HA đc bao lâu ạ bs!	1
10 đỉm không có nhưng ạ ❣	1
Nhân viên tư vấn qua điện thoại không thân thiện, không tạo ra một môi trường giao tiếp thoải mái.	0
Nhân viên tư vấn không có chuyên môn, phải gọi đến lần 3 mới tìm được một nhân viên đủ kiến thức và kinh nghiệm để tư vấn cho mình. Quá mất thời gian	0
Xin hỏi pk mình có trị thâm nách ko ạh?	1
"Trước tiên k hài lòng về cách nhân viên yêu cầu đánh giá dịch vụ ngay tại buổi nặn mụn. Như vậy là không khách quan vì nhân viên đó đang theo dõi mình, mình rất khó nêu quan điểm cá nhân của mình khi bạn đó đang có mặt ở đó
Thứ 2, nhân viên nặn mụn không kỹ. Những nốt mụn rõ ràng nhưng đến khi mình chỉ thì nhân viên mới nặn, xử lý mụn viêm không hiệu quả. Mình là đứa bị mụn lâu năm và cũng trải nghiệm một số nơi nặn mụn viêm, sau khi lấy được cồi máu ở phần mụn viêm chảy rất nhiều nhưng nhân viên k xử lý hút phần máu thừa đó, nên sau đó mụn vẫn còn sưng và thâm nhiều.
Phương pháp nặn mụn bằng tăm theo mình cảm nhận là lấy không sạch nhân, hậu quả là mình nặn buổi chiều tối hôm nay, sáng hôm sau đã lại thấy mụn nổi sưng và nhân mụn trắng nổi lên
Rất không hài lòng!"	0
Nhìn gương mặt nhìn cách nói chuyện của bs Thảo rất thật thà. Không giống như quảng cáo	0
E SHOW🦋👉 rebrand.ly/bzavsas	1
Ngày quá mưa quá gió	1
Awesome work👍	1
"Công nghệ Tái tạo màng đáy đã được FDA chứng nhận an toàn: 
https://www.accessdata.fda.gov/cdrh_docs/pdf20/K200185.pdf 
https://www.accessdata.fda.gov/cdrh_docs/pdf20/K200185.pdf"	1
Làm 1 lần thu gọn đc bn cm Bs	1
Yen Nhi Truong Tran ơi cái vòng tròn công nghệ mình đâu, em điểm danh từng chi nhánh và từng công nghệ giúp anh nhé. Clip này tốt nè.	1
Làm cả chục triệu mà voucher có như không có	1
tránh xa bọn này ra kẻo tiền mất tật mang b ạ	1
Chắc cũng ổn ổn đó, về ngay nha chị, giữa tháng 3 là ok nè	1
k có công nghệ nào trị thâm dược đâu các chị ơi, tự làm ở nhà thôi	1
Sao tao thấy m căng thẳng dị 😅	1
E đi spa, da ko chăm sóc nhưng ko nám, thình thoảng có vài mụn ẩn nhỏ mà họ dọa là e bị vi khuẩn dermoded, ép e lăn kim, vừa đau vừa tốn tiền	0
Chúc Team Pensilia năm mới vạn sự như ý  - thành công rực rỡ!!!	1
Chúc Bác khai trương hồng phát	1
Chúc mừng cặp đôi hoàn hảo	1
C ơi giữa trán e có 1 vệt nhăn gây lõm chỗ ấn đường giữa 2 lông mày thì e nên dùng phương pháp nào ạ	1
Nay theo trend top top dữ ha bác sỹ :))	1
Này mình làm mấy lần mới dc vậy Bác	1
❤️❤️❤️😘	1
"Công nghệ Laser Đồng đã được FDA chứng nhận an toàn và hiệu quả: 
https://www.accessdata.fda.gov/cdrh_docs/pdf2/k023899.pdf"	1
Mong nhận được  quà của pensilia	1
Chào bsi	1
Dạ em có chơi vs chị này, mà mấy nay em cứ kêu chỉ lo tap trung tính lương đi á :)))	1
Đến hẹn lại lên ,có thể những bác sĩ tâm địa ko tốt chỉ biết đến đồng tiền mà không quan tâm đến sức khỏe của khách hàng ra gì	1
So sánh giữa căng chỉ và hifu thì nên làm cái nào ạ?	1
Đã có tại Pensilia Biên Hoà	1
Happy new year to all of you	1
De thương quá ne	1
Đây có mình nè lúc trước vừa ham body thon gọn vừa ham rẻe nên hút xong nhìn mà muốn khóc luôn đó rồi phải qua cho bác bình sửa lại hên bác uy tính nên cứu được á	1
Lúc tư vấn qua đt nói 1 đường tới làm nói 1 nẻo. Chất lượng dv quá kém làm k hiệu quả dù các thứ rất đơn giản.  Chèo kéo khách để làm thêm dv khác bằng các chương trình khuyến mãi . Giá cao chất lượng dv kém	0
"quá xịn sò
chúc Pensilia ngày càng phát triển vững mạnh"	1
Làm chưa biết thế nào mà phân biệt đối xử khách quá.	1
Thời gian điều trị không đem lại hiệu quả như mong đợi, làm mất niềm tin vào dịch vụ!	0
Dịch vụ không đáng tiền, không đem lại hiệu quả như đã hứa hẹn, cảm thấy thất vọng!	0
Làm 1 lần thu gọn đc bn cm Bs	1
Dịch vụ tệ, tư vấn sơ sài, nhân viên xăm môi tên Thanh Xuân có thái độ lồi lõm rất mất dạy, nạt khách, mọi người làm thì né con nhỏ nhân viên này ra nhe.	0
Hẹn 3 rưỡi chiều tới, tới sớm hơn 15p vẫn bắt đợi tới hơn 4h mới tư vấn	1
E muốn đc nhận quà bs ơi	1
"Đề nghị hoàn tiền 50%-70% cho dịch vụ của tôi làm hoàn toàn sai với những gì được tư vấn và hứa hẹn trước khi làm. Làm xấu thì còn chấp nhận đến sửa lại. Còn làm sai. Làm tệ. Ko ra kết quả gì thì nên hoàn tiền.
Đẹp - sang mà Ko uy tín."	0
Mong nhận được quà từ bs	1
Mình được bác sĩ tư vấn cho đủ mọi loại liệu trình. Mình cũng cố gắng theo hết nhưng mà cũng không thể chữa hết được các vấn đề cho mình. Mình để ý bác sĩ ở đây có dấu hiệu cố tình thêm những liệu trình bổ sung để đánh lừa những người thiếu hiểu biết như mình thời trước. Mình khuyên các bạn mà chưa đủ kiến thức thì nên tham khảo nơi khác, ở đây dịch vụ ổn nhưng mà kinh doanh thất đức quá 	0
Bị vậy lâu rồi ha 😢😢😢	1
mong được nhận quà của bs ạ	1
Chất lượng phục vụ đi xuống!	1
xinh đẹp nè😍	1
Đẹp trai nha	1
rất mong nhận được lộc từ bs ạl	1
Xịn xò quá 🎉🎉🎉	1
chính xáccc ạ kkk	1
xin lộc may mắn từ bs ạ	1
Cưng ghê Chị ui!!!	1
Sẹo và lành vết thương là cơ sở quan trọng nhất của tái tạo, thẩm mỹ da!!!	1
Em mê qá mê 😍	1
Nài nỉ, mời chèo khách kinh khủng, nói mãi luôn á. Bảo không có nhu cầu rồi mà cứ kêu chị mua gói này đi, k thì chị mua gói trải nghiệm đi.	0
Chúc bs khai trương hồng phát ạ❤❤❤	1
Ngon😋	1
😍😍😍	1
Wow	1
Npp.	1
😍😍😍	1
Dich vụ treo cung chân mày quá tệ, làm lỗi xog kêu làm lại, sợ tới già	0
🌸	1
Chào bs ạ	1
Chúc mừng Chị/Bạn có tên FB Võ Hồng Hạnh https://www.facebook.com/vohonghanh2010 là người may mắn nhận được quà tặng là 1 suất tiêm cấp ẩm từ PK Pensilia nhé. inbox page để lên lịch hẹn nè ❤	1
Yêu wa em	1
𝕏𝕖𝕞 𝕖 𝕋𝕙ủ 𝔻â𝕞 𝕟è👉 rebrand.ly/quegfqc	1
E có  1miếng nám trên trán phải làm sao bs	1
Chị nhớ phòng khám bs Thảo dữ lắm luôn rồi mà chưa qua dc	1
Lần đầu dến gặp bác sĩ mà thấy da bác sĩ còn xấu hơn da mình nữa. Khó mà tin tưởng 	0
MyHien Nguyen	1
Nhung Nguyễn	1
🥰	1
Cái khác ko biết Nhưng phun môi thì màu ko đẹp, mặc dù đã dặm. Phun mí màu cũng ko lên , nhạt toẹt.	1
Sốp dễ thương quá bs ơi~ chắc ko sốp nào làm lại Pensilia 😆	1
Tay nghề kém tạo hình làm sai không chịu trách nhiệm.. ân hận khi đến đây.. tiền mất tật mang	0
Nay em nhon hè	1
Xuất sắc nha	1
Trụ sở nhà Pensilia rất ok: rộng - thoáng - đẹp - chất lượng cao nè!	1
từng làm ở đây, chủ yếu lấy tiền của khách, làm ko có chuyên môn, ko có trách nhiệm	0
e có làm mụn bên mình thì có được tặng không ạ	1
Tư vấn cực chảnh luôn. Không có lần sau	0
Đã đẹp nay lại đẹp hơn	1
Awesome work👍	1
Đợi 1 tiếng lên triệt nách 30 giây :)))). Đi vô trước ngồi đợi mà mấy người vô sau và vừa bước vô được lên trước tiên	1
Đây mới gọi là da thật nè. E cho Đông cái clip này đi Hiệp	1
Nguyen Phuong Thao nhảy sung quá vui ghê, còn anh đâu Cuong Ta ?	1
Pensilia chi nhánh Đồng Nai:  Tầng lửng TTC Plaza 53-55 Võ Thị Sáu, TP. Biên Hòa.	1
Này mình làm mấy lần mới dc vậy Bác	1
Em có không	1
Cặp đôi hoàn hảo	1
Đã đẹp nay lại đẹp hơn	1
Da đẹp quá mẹ H ui	1
"Nếu ai đi xóa xăm thì đừng bao giờ chọn chỗ này ạ
Tiền mất mà xóa chẳng mờ đi. Cam kết thế này thế kia. Xóa mày buổi t5 chưa mờ
M xóa hình xăm . xăm được 5 năm từ tháng 11 năm 2019 đến nay chưa mờ đc nửa. Mỗi lần hỏi thì lúc nào cũng còn 2.3 buổi nữa nay thì 4 buổi nữa cb ạ. Chán đ buồn tả"	1
👍👍👍👍 thích quá , đag có lịch tái khám 🥰🥰🥰	1
dịch vụ cơ bản quá tệ dịch vụ mắc hơn nhưng services hạng bét không recommended	0
Mong được nhận quà tặng điều trị nám của Pensilia!	1
Có cần đặt lịch trc k nếu ở xa k bs ơi	0
Liệu trình kéo dài quá lâu, làm mất đi sự kiên nhẫn và lòng tin vào dịch vụ!	1
Chỗ để xe hơi chật, đi oto phải kiếm chỗ đậu hoặc đậu nhờ. 	0
"Hồi đầu không biết, đăng kí mua dc chăm kĩ càng, nói chuyện nhỏ nhẹ, tươi cười. Tui đi lâu thì kiểu ""đuổi khách cũ"", nói chuyện mặt quạo, khách cũ đi thì k được tiền nhiều á :))))"	1
GG	1
🥰🥰🥰🥰	1
Úi đã quá! Chưa hữu duyên đến Pen được hix. Pen bán áo mưa đi Pen ơi!	1
Dễ thương quá	1
Cho em share nha chị	1
Không gian làm việc không sạch sẽ, không thoải mái cho khách hàng, không tạo cảm giác an toàn!	0
Da đẹp mê chị ơi	1
Ăn mì tôm mà dằm trái ớt là đúng bài của tui trời ơi. Nhức nách.	1
Ăn mì tôm mà dằm trái ớt là đúng bài của tui trời ơi. Nhức nách.	1
Chúc  Bác  khai trương  hồng  phát	1
Chau Nguyen	1
Chúc em khai trương Hồng phát nhé	1
Chốt luon Chị ơi cho Em theo !	1
Dịch vụ tệ, làm sơ sài và đường khâu xấu	0
Pensilia chi nhánh Đồng Nai:  Tầng lửng TTC Plaza 53-55 Võ Thị Sáu, TP. Biên Hòa.	1
Dịch vụ này thật là đáng thất vọng! Đã bỏ ra số tiền không nhỏ mà lại nhận lại một trải nghiệm tệ hại. Chờ đợi lâu và nhân viên không chú ý đến khách hàng đặt lịch trước. Sự thụ động và vô cùng không chuyên nghiệp	0
Không chuyên nghiệp. Thiếu tôn trọng khách hàng từ chủ đến nhân viên.	1
hay quá bs ơi, tháng 8 mình book cái lịch bắn cho đẹp nhé	1
Pensilia luôn năng lượng, nhiệt huyết	1
Chào bs ạ	1
"Ngẫm lại cảm thấy tới đây như đem tiền quăng cửa sổ, rất phí tiền, phí thời gian nhưng không hiệu quả, vô cùng lãng nhách, tới lần nào cũng là kê thuốc, kê sp, kê dịch vụ này kia, tốn mớ tiền cho một sự rập khuôn không đem lại hiệu quả, thái độ của nhân viên thì được bộ mặt đẹp và chỉ tới đó thôi
"	0
😍	1
tuyet vời quá dchi bạn đâu!	1
Bữa nào cho khách tham hia ké nữa nha c	1
chào bs xinh đẹp	1
Mấy chai kem bôi hiệu quả hên xui	0
Bữa nào cho khách tham hia ké nữa nha c	1
Đã bỏ ra một số tiền lớn nhưng kết quả lại không như mong đợi, thất vọng!	1
Thích mần Dance, mà mẹ bắt mần BS, kkk	1
Đẹp gái quá à	1
Có cần đặt lịch trc k nếu ở xa k bs ơi	0
Vẻ ngoài hào nhoáng. Bên trong khó nhận bit	1
❤️❤️❤️❤️	1
Bác sĩ tư vấn oke mà nhân viên chèo kéo hoài	0
Sang-xịn-mịn quá	1
𝕏𝕖𝕞 𝕖 𝕋𝕙ủ 𝔻â𝕞 𝕟è👉 rebrand.ly/quegfqc	1
Nhìn mà muốn đái ra quần!	1
Không có tận tình khách, lúc vào thì rào đón giới thiệu sản phẩm này kia nọ, xong lúc đưa tiền rồi trở lại làm tiếp tục bắt khách chờ đợi 2 tiếng đồng hồ, hẹn này hẹn nọ, hỏi thử 1 thẩm mỹ viện lớn như vậy làm việc như vậy xem có đúng không?...mình khuyến cáo mấy bạn trước khi vào đây làm nên suy nghĩ kỹ lại và đọc những lời này từ khách, đừng tin những lời nào của nhân viên trong đó và tốt nhất tránh xa càng tốt, để khỏi ôm hận sau này.	0
Tư vấn qua điện thoại trả lời chậm chạp, khiến mình mất thời gian chờ đợi.	1
Hay quá chị ơi	1
Nhân viên thái độ không tôn trọng, không đáp ứng được nhu cầu và mong muốn của khách hàng.	0
