text	label	id
Làm săm môi , 2 lần vẫn trắng nhợt . Các ban không nên làm ở mĩ viện này. Lần trước minh săm mi mắt cũng bị chệch lên trên , phải làm đi làm lai mấy lần cuoi cùng trông rất xấu	1	155
nhân viên thì thái độ lồi lõm, lỗi sai của nhân viên nhưng bắt khách hàng chịu trách nhiệm ? đáng lẽ sẽ không có chuyện gì nếu như quản lý là người có năng lực nhưng không. chỉ lo đến túi tiền của mình mặc dù là lỗi bên họ. Nhân viên thì chán quản lý thì không có năng lực, thái độ thì còn có thể training lại chứ quản lý mà không có chuyên môn năng lực xử lý tình huống thì vứt. Tốt nhất nên đổi quản lý	0	156
Bỏ 20 triệu ra làm da mà không cải thiện gì ,trị nám cũng không hết .vậy thì tới thẩm mỹ viện làm gì .mọi người hãy ở nhà tự chăm sóc cho mình thì sẽ hiệu quả và không tốn tiền .	0	157
CSKH cho khách hàng đã mua liệu trình quá tệ.	1	158
"Spa làm việc thiếu chuyên nghiệp, đặt lịch hẹn trước nhưng đến hẹn thì không có phòng, phải chờ khách dù họ không đặt lịch hẹn!
Lúc tư vấn gói triệt thì tư vấn mình hiệu quả, nhưng lúc mình hỏi lại vì không thấy tiến triển thì lại trả lời với thái độ không hợp tác, tỏ vẻ bất cần!
Máy móc quá cũ, vệ sinh không sạch sẽ, hiệu quả điều trị không cao."	0	159
Nhân viên Thái độ lồi lõm, dịch vụ không có hiệu quả, sử dụng hết gói mà không thấy thầy đổi gì, nhờ hỗ trợ thì tư vấn viên tỏ thái độ, yêu cầu mua thêm gói chứ không bảo hành hay nâng cấp chất lượng. Sẽ ngăn cản ng quên không ghé spa này	0	160
Làm đẹp cho người ta mà chê khách hết cái này đến cái kia thì ai trả tiền để làm đẹp mà còn nghe chê, phụ nữ với nhau mà nói chuyện mất lịch sự như vậy . Chắc master muon nói sao thì nói ko tôn trọng người khác.	1	161
Triệt Bikini không hiệu quả . Lông vẫn mọc dày . Cskh không tốt . Máy triệt quá cũ kỹ . Đề nghị thay máy mới	0	162
Không biết các dịch vụ khác như thế nào nhưng dịch vụ triệt lông cực kì tệ, làm sơ sài, qua loa và siêu ẩu….	0	163
Các bạn đừng vào đây làm. Khi mới tư vấn thì ns đảm bảo là sẽ đẹp các thứ đến khi làm xong hk có hiệu quả thì lại đổ lỗi cho khách, do da của mình hk thể phục hồi. Rất tệ hối hận khi đã làm	0	164
Hết một liệu trình nhưng không mang lại kết quả nói một đằng làm một nẻo	0	165
Rõ chán	1	166
Như quần què	1	167
Gọi cskh không ai nghe máy	0	168
chê	1	169
Hên xui, có hôm đến sớm đến trễ gì vẫn làm liền, còn xui thì đợi chắc cả tiếng	1	170
Không có cho vourcher	0	171
Bán mỹ phẩm đi kèm đắt so với thị trường	1	172
Mấy chai kem bôi hiệu quả hên xui	0	173
Bị kích ứng da	0	174
Lúc tư vấn thì nhiệt tình lắm. Tắm xong 1 lần mà da bị ngứa thế này, kêu giải quyết thì cứ im im, kêu hòan lại số tiền còn dư thì k trả lời. Như thế này có cho tiền thêm cũng chẳng dám tắm	1	175
em thấy hơi thất vọng bỏ ra liệu trình 6 tháng trị mụn hạt trắng ở môi bằng laser mà ko hề có kết quả hay giảm một tí gì cả	0	176
bị mất tiền oan, đừg dại mà làm ở đây	1	177
Dich vụ treo cung chân mày quá tệ, làm lỗi xog kêu làm lại, sợ tới già	0	178
Nhân viên run tay, làm lem	1	179
Làm lẹ lẹ rồi về chứ ở đó không ai tiếp, chắc do bận đồ xấu	1	180
Gọi lúc nghe lúc không	0	181
Bác sĩ tư vấn oke mà nhân viên chèo kéo hoài	0	182
Tạm được	1	183
"Làm ăn như không có tâm
khách bỏ tiền ra làm đẹp, mà nhân viên thì như giận chồng rồi xả giận vào khách hàng, làm hỏng hết môi của khách hàng, mà thẩm mỹ viện cũng chẳng có trách nhiệm.
Con nhân viên tên Trúc nó còn tồn tại k? Chứ nó làm việc mà tâm nó chó tha mất rồi. Khách kêu đau, nó lườm khách rồi mạnh tay hơn. Trời tru đất diệt, thẩm mỹ viện nên sớm đóng cửa đi đỡ phải làm người khác tiền mất tật mang"	0	184
Nói chưa dứt câu thì nhân viên nhảy vào họng	1	185
Kể tình trạng àm bác sĩ cười làm mình quê quá 	0	186
Sai lầm khi tin vào quảng cáo thần thánh trên mạng, tránh xa kẻo lại tiền mất tật mang.	0	187
Đi đường xa mà tới không có chỗ ngời phải đứng đợi	1	188
Không có chỗ để oto	1	189
Loại bác sĩ thẫm mỹ chỉ biết lấy tiền mà ko có trách nhiệm vô đạo đức học cho lắm rồi cầm dao kéo hại người cầu mong cho con cái cha mẹ nó lãnh hậu quả mà nó gây ra cho khách	1	190
Vào khám vùng kín mà kể ra nó cười ha hả, chán thiệt	1	191
Xin ly nước mà cho cái ly chút éc, sợ uống hết nước hay gì 	1	192
Gọi để nghe tư vấn chứ có đòi nợ đâu mà lúc nghe lúc không	1	193
Nhà WC hơi bé, lỡ 3 người cùng lúc đi thì phải đợi	1	194
Dịch vụ quá đắt đỏ so với chất lượng, không đáng tiền!	0	195
Giá cả của các liệu pháp quá cao, không phản ánh đúng giá trị thực sự!	0	196
Sản phẩm và dịch vụ không xứng đáng với số tiền mình phải chi trả!	0	197
Cảm thấy rẻ tiền cho một dịch vụ không đem lại kết quả như mong đợi!	1	198
Không nhận được giá trị đáng đồng tiền bỏ ra!	1	199
Giá cả của các liệu trình quá đắt đỏ, khiến người tiêu dùng khó tiếp cận!	0	200
Dịch vụ đắt đỏ nhưng lại không đảm bảo chất lượng, làm mất lòng tin của khách hàng!	0	201
Số tiền bỏ ra cho dịch vụ không xứng đáng với kết quả thu được!	0	202
Giá cả không hợp lý, không phản ánh được chất lượng thực sự của sản phẩm/dịch vụ!	0	203
Đã bỏ ra số tiền lớn nhưng lại không nhận được sự hài lòng về chất lượng!	0	204
Đã bỏ ra thời gian và tiền bạc cho liệu trình nhưng không thấy sự cải thiện nào sau đó!	0	205
Liệu trình kéo dài quá lâu mà không thấy kết quả, làm mất kiên nhẫn và lòng tin!	1	206
Thời gian điều trị quá dài, không phản ánh đúng với kết quả thu được!	0	207
Dù đã chấp nhận đợi đến lượt nhưng kết quả cuối cùng không như mong đợi!	0	208
Liệu trình quá ngắn không đủ để thấy rõ hiệu quả của dịch vụ!	0	209
Mất quá nhiều thời gian để đợi đến lượt mà kết quả cuối cùng không thấy sự cải thiện!	0	210
Dù đã tuân thủ đúng theo hướng dẫn nhưng không thấy hiệu quả gì từ liệu trình!	0	211
Thời gian chờ đợi để được điều trị quá dài, làm mất thời gian và cảm giác không thoải mái!	0	212
Liệu trình kéo dài quá lâu, làm mất đi sự kiên nhẫn và lòng tin vào dịch vụ!	1	213
Đã dành quá nhiều thời gian cho liệu trình nhưng không thấy sự cải thiện gì!	0	214
Dù đã tuân thủ đúng theo chỉ định của chuyên gia nhưng không thấy kết quả đáng kể!	0	215
Thời gian điều trị quá ngắn không đủ để thấy rõ hiệu quả của liệu pháp!	0	216
Liệu trình kéo dài quá lâu mà không thấy bất kỳ thay đổi tích cực nào!	1	217
Mất quá nhiều thời gian và công sức vào liệu trình nhưng không nhận được kết quả mong đợi!	0	218
Thời gian điều trị không linh hoạt, không phản ánh đúng với nhu cầu của khách hàng!	0	219
Đã dành quá nhiều thời gian và tiền bạc cho liệu trình nhưng kết quả không đáng kể!	0	220
Dù đã kiên nhẫn đợi đến lượt nhưng kết quả cuối cùng không thấy sự thay đổi gì!	0	221
Liệu trình kéo dài quá lâu mà không thấy hiệu quả, làm mất lòng tin vào dịch vụ!	0	222
Đã tuân thủ đúng theo hướng dẫn nhưng không thấy sự cải thiện sau liệu trình!	1	223
Thời gian điều trị không đem lại hiệu quả như mong đợi, làm mất niềm tin vào dịch vụ!	0	224
 Gọi hỏi giá trị thâm mà cứ tư vấn làm chăm sóc mụn	0	225
	1	226
"Nếu ai đi xóa xăm thì đừng bao giờ chọn chỗ này ạ
Tiền mất mà xóa chẳng mờ đi. Cam kết thế này thế kia. Xóa mày buổi t5 chưa mờ
M xóa hình xăm . xăm được 5 năm từ tháng 11 năm 2019 đến nay chưa mờ đc nửa. Mỗi lần hỏi thì lúc nào cũng còn 2.3 buổi nữa nay thì 4 buổi nữa cb ạ. Chán đ buồn tả"	1	227
"Dịch vụ rất tệ, giá mắc, chất lượng tệ so với chi phí đã bỏ ra. Do lỡ mua gói dịch vụ bên này nên đành phải xài, dù đã phàn nàn về khâu lễ tân:
1. bỏ mặt khách chờ không thèm lấy thông tin, phải nhắc 2 lần là đã có đặt lịch hẹn trước. Mỗi lần đến, ĐỀU PHẢI CHỜ ÍT NHẤT 30' kể từ giờ hẹn.  Nhưng toàn nghe xin lỗi mà không cải thiện.
2. Kỹ thuật viên [KTV]: spa chạy quảng cáo nhiều nên nhận khách nhiều trong khi công suất nhân sự chưa đáp ứng nổi, KTV ôm tour cùng lúc 2-3 người, làm giảm chất lượng, đôi khi bỏ qua bước massage đầu dù trong liệu trình có bước này (mới bị chiều nay luôn).

Terrible experience, over price, supper expensive compared to quality. Really regret when buying package here."	0	228
dịch vụ cơ bản quá tệ dịch vụ mắc hơn nhưng services hạng bét không recommended	0	229
Tư vấn không kỹ, k  có bác sĩ thăm khám da cho mình khi mình có nhu cầu làm biocell thì chỉ biết lấy tiền thôi. Còn khi da bị vấn đề mình phải tự mua thuốc , còn nói đó là do da mình bị này bị kia. Spa k giải quyết vấn đề cho khách tới khi mình nhắn thì nói lên để tham khám vẫn k ai thăm khám rồi tư vấn cho mình làm liệu trình khác vẫn phải trả thêm phí. Nói chung là tiền mất tật mang, da mình chưa thấy đẹp mà vừa xấu vừa mất tiền vừa bực bội. Mình rất sai lầm khi đã tin tưởng chọn nơi này điều trị da cho mình.	0	230
Làm ăn giả dối, tiền thu thì mắc, tiêm cái môi ra nhìn như sưng lên chút rồi 3 ngày sau tan hết trơn. Qua nói thì kêu “bs ở đây không giỏi chỉnh môi”, môi mình hết đàn hồi nên chỉ tiêm được vậy. Ủa dị lúc đầu sao không nói như vậy mà dụ đóng tiền dô làm lừa đảo vậy	0	231
Kg gian đẹp sạch sẽ ,bs thâm khám không mấy nhiệt tình	0	232
Thái độ bảo vệ có vấn đề. Thiếu tế nhị!	0	233
Nhà tắm ko sạch, thời gian chờ đợi quá lâu, tôi có làm skin care body nhưng nhân viên chà xát quá mạnh, rát và đau, về nhà tắm lại thì phát hiện bị xước phần vai lưng bên trái, tới nay là khoảng 1 tuần hơn mà vết trầy vẫn còn.	0	234
"Chất lượng dịch vụ khâu tư vấn quá tệ, mình chở bà xã đi nhiều lần bên này nhưng 2 lần gần đây minh thật sự không thích cách đối xử với khách hàng của nhân viên.
Lần đầu tiên tới, đã gọi đặt lịch trước lúc 16h00 nhưng lúc tới mình vẫn phải đợi thêm 30p, sau 30p đó bạn nhân viên bảo :""không có ai làm"" và nói như kiểu đuổi khéo mình về.
Lần 2, ok thôi ko sao. Mình quay lại cũng đặt lịch trước 16h00 nhưng mình tới sớm lúc 15h. Bạn nhân viên ra bảo do mình tới sớm quá nên ko có ai làm và kêu mình tới đúng 16h, mình ko thể nào tin nỗi cái cách xử lý kém chuyên nghiệp của bạn nhân viên đó, quá thụ động và vô cùng chợ búa, nói chuyện với khách hàng 1 mực bảo mình sai hoàn toàn, đến cạn lời đến cái cách nói chuyện của bạn, cứ đăm đăm vào chuyện mình tới sớm chứ chẳng nói được câu nào ra hồn. Quá chán với cái thái độ nhân viên bên này, hết liệu trình này mình say bye luôn."	0	235
Giá đắt so với các spa và v khác.Tắm xong liệu trình da k trắng lên j cả còn bị đen hơn 2-3 tông vì bắt nắng mặc dù mình có che chắn và xịt cn rất kỹ.đến bị dụ mua kem ngày kem đêm bla ble xong về mới phát hiện ra là kem trộn.nt bên tmv thì k trả lời còn chặn tn mình luôn các bác ạ.đừng tin mấy quảng cáo trên fb các b kẻo mất tiền như mình.	0	236
During consultation they wanted to charge me double of what another clinic was charging me.  Foriegner syndrome where they blatantly try to RIP you off because your a foreigner.  Don't go here 	1	237
Service tệ, không giống như xưa	1	238
Làm chưa biết thế nào mà phân biệt đối xử khách quá.	1	239
Thái độ nv thì ok nhưng không hiệu quả gì cả	0	240
Nhân viên phục vụ tốt, nhưng chi phí dùng đắt	0	241
Bảo vệ tiếp đón che dù ok, chuyên viên tư vấn chưa có tâm lắm, lúc bảo mua gói này lúc mua gói khác phù hợp da hơn...trang trí sang, sáng,tươi mát mẻ, giá dịch vụ đắt	0	242
Làm phun lông mày phẩy sợi chưa đến 6 tháng trổ xanh, đóng khung lông màu, tính phí hơn 6 triệu. Nhân viên thái độ thiếu lịch sự.	0	243
Bác sĩ thì ok nhưng dịch vụ lễ tân thiệt ba chấm, mình tái khám xong ngồi trong sảnh chờ người nhà đến đón, lễ tân đến bảo ngồi trong sảnh không được, bảo mình ra ngoài sân xe ngồi chờ, thấy mình bực mình nên một nhân viên chạy theo giải thích là sắp xịt muỗi nên mới kêu ra ngoài, trong khi trong sảnh còn đầy người ra đó, bảo mỗi mình mình , tiếc gì với mình 1 chỗ ngồi không biết 🥲	0	244
Khuyên mọi người suy nghĩ kĩ nhé...tư vấn thì hời hợt...sau khi mình nghe tư vấn nâng mũi xong thì mình muốn về để suy nghĩ thêm thì nhân viên ở đây ép mình cọc 500k cho bằng được mặc dù mình đã chối mấy lần...cảm giác rất khó chịu...sẽ không đến đây nữa	1	245
Hôm bữa mình có chở mẹ đi, bên đây nhìn ở ngoài thì to nhưng bên trong phòng làm thì rất nhỏ nhìn rất CŨ, giường cũng nhỏ, mẹ mình làm 20 triệu mà tư vấn kiểu rất hời hợt, dịch vụ thì KHÔNG nhiệt tình, bs làm lệch vị trí thì kêu là đừng nói ai, trong lúc làm chân mày cho mẹ mình thì nhân viên KHÔNG tập trung mà nói chuyện với nhau rất nhiều, sau khi làm xong mẹ mình đau quá nằm chườm đá thì nhân viên đi tới đi lui ĐỤNG mẹ mình rất nhiều lần, cảm thấy thật sự rất bực mình, làm mẹ mình lo về kết quả sau này lắm. Mọi người ai tính làm ở đây thì nên tìm hiểu kĩ lại nha.	0	246
Mình Rất sai lầm khi để baxa cắt mí tại bv này , vào đánh giá là để mọi ng đừng theo vết xe đổ của mình	0	247
Treo đầu dê bán thịt chó nhé	1	248
Làm ăn thất đức, lùa gà, mọi người k nên làm ở đây nhé! Nó dẽ từng bước, từng bước dẫn dụ mọi người sử dụng nhiều dịch vụ để ăn tiền thôi chứ thật ra chẳng ra cái giống hình gì, ép khách hàng làm nhiều dịch vụ.	1	249
Bảo vệ chặt chém khách hàng. Vừa thấy khách hàng đi ra đã chặn hỏi rồi xung phong đi mua đồ giúp khách. Tưởng dịch vụ đào tạo nhân viên của bệnh viện tốt, nhiệt tình, nào ngờ mua 1 cái bánh bông lan cuộn mà tận 120k. Bánh còn hỏng nữa chứ. Đúng là làm xấu mặt bệnh viện.	1	250
"Đề nghị hoàn tiền 50%-70% cho dịch vụ của tôi làm hoàn toàn sai với những gì được tư vấn và hứa hẹn trước khi làm. Làm xấu thì còn chấp nhận đến sửa lại. Còn làm sai. Làm tệ. Ko ra kết quả gì thì nên hoàn tiền.
Đẹp - sang mà Ko uy tín."	0	251
Không có tận tình khách, lúc vào thì rào đón giới thiệu sản phẩm này kia nọ, xong lúc đưa tiền rồi trở lại làm tiếp tục bắt khách chờ đợi 2 tiếng đồng hồ, hẹn này hẹn nọ, hỏi thử 1 thẩm mỹ viện lớn như vậy làm việc như vậy xem có đúng không?...mình khuyến cáo mấy bạn trước khi vào đây làm nên suy nghĩ kỹ lại và đọc những lời này từ khách, đừng tin những lời nào của nhân viên trong đó và tốt nhất tránh xa càng tốt, để khỏi ôm hận sau này.	0	252
Khach hang den Tham My Vien nay can than voi can nhan vien Tu Van nhe vi ho se tu van theo kieu tung buoc de khach hang phai mua san pham sau khi lam dich vu o day,  ho ko noi 1 lan de minh hieu het va quyet dinh lam hay ko.	1	253
Mất 10tr mà cắt môi trên ko đều, bên bị lẹm vào quá bên thì thừa, vẫn còn sẹo. Chán	0	254
Cách làm việc quá tệ và vô trách nhiệm. 	1	255
Chất lượng phục vụ đi xuống!	1	256
They are very irresponsibly, all they care about is how to take your money regardless of the results. They work separately, the receptionists and e-marketings are not fully aware of the results an implication after the surgery because they are not doctors and not trained well enough to tell us about the other side of what kind of surgery we wanna take. So do not believe in their online ad or whatever they tell u.	0	257
"Thật sự tệ
Nhân viên tư vấn ba hoa, quảng cáo thu lợi nhuận ko quan tâm chất lượng
Ko phản hồi khác hàng khi có sự cố
Bs thiếu trách nhiệm"	0	258
từng làm ở đây, chủ yếu lấy tiền của khách, làm ko có chuyên môn, ko có trách nhiệm	0	259
Lúc tư vấn gì ok lắm. Lúc làm xong thấy còn tệ hơn trước. Hỏi bs thì nói giờ làm lại nó còn tệ hơn nữa đó. Bó tay chổ này luôn. Công nhận nó quảng cáo kinh thật. Ai củng tin.	0	260
Lừa đảo. Tự feedback. Làm tốn tiền chứ kết quả không ra hồn	0	261
Tôi đã đến tv nhưng thái độ rất tệ, nên tôi đã trọn một nơi khác để pttm	0	262
Nhân viên không lịch sự khi nói chuyện	0	263
làm việc chậm quá	1	264
Tết Nhất tới mà vô làm chẳng đâu ra đâu, fải bỏ ngang ở đây để kiếm chỗ khác .	1	265
Quảng cáo gói trị thâm một đằng mà tới tư vấn 1 nẻo, nhân viên thì xúm nhau bắt khách mua gói này gói kia. Vậy thì từ đầu chạy quảng cáo cho đúng đi.	0	266
Mn né spa này ra nhen, toàn vẽ vời, liệu trình làm rút ngắn hết, trường hợp nhẹ làm cho nặng, tốn gần 5 củ mà mặt k hết còn nặng hơn, vì thấy lượt đánh giá tốt mà thử đi ai dè rất tệ, 1 bài học cho mình và mn đừng tin những đánh giá tốt 5sao nhé toàn ảo cả đấy, mình là người chứng thực đây, nhân viên thì soi săm nhìn , kêu mua này mua kia ,né xa spa này nha mọi người đừng để tiền mất tật mang vào người	1	267
Lừa đảo khách hàng, gọi điện tư vấn một giá đến làm một giá. Chỉ nặn mụn mà giá 400k. Nên tránh	1	268
Spa làm ăn lật lộng kinh khủng, mọi người né sớm tránh mất tiền ôm thêm cục tức.	0	269
Thái độ phục vụ tệ	0	270
"Nơi tệ nhất mà tôi từng đến
Khi tôi yêu cầu xuất hoá đơn VAT thì tiệm từ chối và không có lời giải thích !"	1	271
Nhân viên ăn nói chuyện không biết trước sau và thái độ giang hồ. Làm thì xấu, bể sợi , nói chung nên né	0	272
nhân viên tư vấn giá khống lên để ăn chặn tiền của khách hàng . Em với Chị em làm cùng thời điểm cùng dịch vụ mà được báo 2 giá niêm yết khác nhau , 2 gói như nhau mà chênh lệch tận 6 triệu . Tự hỏi nhân viên có ăn chặn trong đó không	1	273
Doanh nghiệp lớn, nhưng làm ăn thiếu trách nhiệm. Sau khi gây ảnh hưởng sức khoẻ đến khách hàng thì thoả thuận kiểu đưa voucher thay cho chi phí bồi thường... mà voucher chỉ ụng dịch vụ nguyên giá (số tiền phải trả cao chục lần nếu không áp dụng voucher mà chỉ xài ctkm trong tháng, nói chung voucher vô nghĩa)	1	274
Mình quá thất vọng với tay nghề của mấy bạn xăm lông mày ở chỗ này 😡nói một đàng làm một ngã tư vấn thì rất hay nhưng khi làm thì không ra ôn gì hết …😡 chỉ được có cái ngọt với lại dẻo miệng thôi😡 làm một lần không ai dám trở lại 	1	275
Không đáng 1 sao. Tư vấn lung tung. Tư vấn viên Không có chuyên môn. Nói 1 đằng làm một nẻo. Chỉ muốn lấy tiền của khách. Mình review để mọi người biết mà tránh spa này. Kinh doanh kiểu lừa đảo khách. Không có tâm. Bỏ ra số tiền nhiều nhưng kết quả còn tệ hơn lúc chưa làm.	0	276
Tư vấn dối trá như cái chợ thuơng mại. Góp ý thì cứ giải thích lấp liếm. Chất luợng kém, vấn đề vô trùng, khử khuẩn không ổn lắm, nhiều chiêu trò.	0	277
Điạ điểm làm đẹp tệ. Quảng cáo,chi nhánh thì bác sĩ k có tay nghề.Tư vấn lung tung	1	278
Làm việc không có trách nhiệm chặn Facebook khách hàng. Làm hứa cam kết 1 đường đi làm 1 nẻo. Gian dối lừa đảo	1	279
Tôi không hài lòng về dịch vụ và tư vấn và chuyên viên thẩm Mỹ phải bỏ ra số tiền quá nhiều và đổi lại không được gì	0	280
Trải nghiệm dịch vụ tệ. Spa mắc những lỗi sai cơ bản khi làm dịch vụ cho khách nữ, lỗi sai trong hình thức chăm sóc khách hàng và đặt lịch hẹn khiến mất rất nhiều thời gian của khách trong khi mỗi lần làm dịch vụ chỉ hết 15 phút	0	281
Lúc tư vấn qua đt nói 1 đường tới làm nói 1 nẻo. Chất lượng dv quá kém làm k hiệu quả dù các thứ rất đơn giản.  Chèo kéo khách để làm thêm dv khác bằng các chương trình khuyến mãi . Giá cao chất lượng dv kém	0	282
Rất tệ. Nhân viên tên Hải xử lý vấn đề cho khách hàng thiếu trách nhiệm. giao tiếp xư lý thua cả nhân viên kho, ktoan , cải tay đôi với khách hàng.	0	283
"Đã đặt lịch trên app rồi, đến nơi chờ thêm 10p nữa thì nv đến kêu đông quá hết chỗ rồi đổi ngày khác đi. 1 lần khác cũng y chang,  đặt lịch rồi. Đến đúng giờ mà nv cho chờ tận 1 tiếng sau mới dc làm.
Trong lúc làm thì cứ kêu mua thêm gói, đã bảo ko, mà nhây nhây đứng đó nói suốt, rất phiền khách."	1	284
Nhân viên tư vấn quá nhiều, gần như ngày nào mình đi cũng nói mình đang có khuyến mãi không đăng kí sẽ hết. Không có bảng giá cho dịch vụ nào hết, mỗi ng mỗi kiểu, mỗi lần lại khuyến mãi lại giá khác. Điều quan trọng là không hiệu quả. 	0	285
chờ đợi quá lâu, có thể cho khách ngồi đợi bên dưới rồi não trống chỗ mới kêu khách, còn này bắt khách lên ngồi chờ xếp hàng dài hơn 2 tiếng	1	286
Làm việc không có tâm, chữ tín không có, lươn lẹo trong việc đổ lỗi cho khách hàng , kêu 70% xong có 30-40% xong chối	1	287
Dịch vụ quá tệ. Chăm sóc da mặt nhưng k tẩy trang trước cho khách. Tư vấn viên quá chèo kéo.	0	288
Làm không ra gì, vô trách nhiệm. Nên cân nhắc trước khi đến đây làm dịch vụ.	0	289
Lừa đảo không trung thực với khách hàng	0	290
Không thấy hiệu quả sau quá trình điều trị	0	291
Sẽ Ok hơn nếu trong lúc thao tác đừng cố nài nỉ khách mua thêm gói dịch vụ này nọ nữa, khách đang cần là sự thư giãn mà nhân viên nói quá nhiều giới thiệu để mua tiếp gói khác	1	292
Dịch vụ không tốt. Hồ sơ dịch vụ và quy trình làm máy ko thống nhất.	0	293
Thẩm mỹ viện tệ nhất tui từng trải nghiệm, đc cái sạch đẹp ngoài ra từ bác sĩ nhân viên toàn chèo kéo khách hàng mua sản phẩm mua dịch vụ, giá thì trên trời làm chả hiệu quả, tốn tiền.	0	294
Kết quả rất tệ nhé mọi người đừng tin lời chèo kéo và những review tốt toàn là tự review ảo đó. Làm 86 triệu mà da chẳng khác chút nào còn bị bầm mắt hết 2 tuần. Thực sự rất rất tệ. Tránh xa nhé mọi người	0	295
Ở đây họ tư vấn sai sự thật chỉ toàn sale tư vấn, từ nhân viên đến bác sĩ đều chỉ biết chăm chăm cho khách mua dịch vụ, toàn review ảo thôi	0	296
Một đội ngũ nhân viên chèo kèo me nheo khách chuyên nghiệp ạ, mình nghĩ nên để bác sĩ tư vấn cho khách chứ mình đến chỉ toàn sales tư vấn mà còn tư vấn không rõ ràng	1	297
Sales vô tâm vãi, chẳng hiểu sao nhiều feedback tốt, chắc nhân viên tự review. Mọi người đến đây cẩn thận, giá thì trên trời rồi suốt ngày ra rả là đang có chương trình khuyến mãi. Nhân viên sale nữ tư vấn vô tâm, cần yêu cầu bác sĩ tư vấn nhé, đừng có vội mà xuống tiền. Mọi người có thể đọc thêm review webtretho từ các chị em nạn nhân ở đây	1	298
Đừng vội mua gói và trả tiền ngay. Nhân viên bác sĩ toàn gốc sales suốt ngày ra rả làm thêm dịch vụ. Quá mắc so với giá trị. Siêu tệ	0	299
Mình đến tư vấn, đến lúc bảo để mình về tham khảo thêm thì chèo kéo bắt làm cho bằng được. Ảnh QC seeding toàn lấy trên Douyin thì không biết chất lượng kiểu gì ạ?	0	300
Thấy không hiệu quả, dù là tóc hay da, khi đang làm liệu trình các nhân viên và tư vấn viên sẽ vây lại xung quanh để tạo áp lực đò đưa các dịch vụ khác hoặc là mua sp( đắt đỏ và cũng chẳng có hiệu quả). Chân thành khuyên các bạn nếu vẫn muốn thử thì tốt nhất đừng mua liệu trình mà hãy trải nghiệm thử 1,2 buổi còn nếu bạn bắt buộc phải mua liệu trình thì phải biết mặc cả giá, vì đó toàn là giá trên trời đối với chất lượng tệ hại như vậy.	0	301
Quá sứ tệ, không hiệu quả. Trị mắt bọng mà không trị như cam kết. Được mỗi cái mã	0	302
Lừa đảo, tốn tiền mà không thấy hiệu quả mọc tóc	0	303
Nhân viên mất lịch sự, không cọc thì không chịu tư vấn	1	304
"Dịch vụ rất tệ
"	0	305
Dịch vụ tệ nhất tôi từng làm.	0	306
Trải nghiệm tệ, không hiệu quả	0	307
Thời gian đầu thì nhiệt tình, đến khi gần hết liệu trình thì lại lơ là, rep tin nhắn tư vấn quá chậm và mỗi lần đặt lịch rất khó khăn	1	308
Nhân viên không tư vấn kí cho khách hàng về việc giảm cân hiệu quả	0	309
lừa đảo, ko đúng như quảng cáo, vô trách nhiệm	0	310
Bảo vệ tại đây rất ư là vô văn hóa.	1	311
Nữ nhân viên tư vấn đưa ra các dịch vụ để khách sử dụng, tuy nhiên khi khách lưỡng lự không muốn làm thì tỏ vẻ thái độ với khách.	1	312
Lừa đảo nhé mn 😟 . Nếu họ gọi thì thỏa thuận trước khi đến là làm xong dùng thước đo trước và sau khi làm khi đang đứng cho chính xác. Đồng ý thì hẵng đến khỏi mất công đi. Nếu kg họ bắt nằm đo thì kg chính xác, kg giảm, mất tiền, nói thì họ giở thói côn đồ với khách luôn. Sợ vãi …	1	313
Khách hàng bị dị ứng sau khi điều trị gọi điện nhờ hỗ trợ thì hơn nửa ngày mới gọi lại rồi tư vấn qua loa sau đó im luôn. Gói chăm sóc đã mua thì ko trả lời sau khi khách đòi hoàn trả do chất lượng dịch vụ. Tốt nhất ko nên mua nhé, nhất là liên quan đến da.	0	314
Lúc spa mới mở, dịch vụ rất ok. Sau này mở lâu làm rất chán. Nhất là nv làm liệu trình chào mời mua gói dv dài hạn ĐỪNG MUA, vì khi chào mời NV đó hứa hẹn tùm lum, mua xong thì NV đó nghỉ, bạn hỏi lại những gì NV đó hứa thì qly nói không biết và ko đáp ứng cho bạn. Tốt nhất muốn làm lần nào thì mua lần đó. Ko nên để bị dụ mua gói dài hạn. Rút kinh nghiệm đi spa từ trước đến nay nha mọi người.	0	315
ko chốt được liệu chình thì bỏ mặc khách, khách chải nghiệm wa giờ nhân viên thái độ khách đt ko nghe máy	0	316
spa dùng đồ kém chất lượng rẻ tiền , khách nào vô có điều trị mụn thì lưu ý	0	317
Tôi rất thất vọng, trải nghiệm giảm béo bao đẹp công nghệ cao. 5 tháng tôi không giảm được 1 cm nào. Mất tiền, thời gian, và không hiệu quả. Lừa đảo, tôi cần lời giải thích.	0	318
Chỗ này là lừa đảo nhé mọi người, quảng cáo 1 đằng, đến làm tư vấn chèo kéo, làm tiền khách hàng, còn dịch vụ thì rất tệ. Chuyên viên thực hiện rất lơ là, tôi đã có 1 cải nghiệm tệ hại về dich vụ nâng cơ. Tốt nhất là đừng thanh toán bất cứ chi phí nào.	0	319
Chỗ này lừa đảo, chỉ mất tiền chứ chả có hiệu quả gì hết. Mọi người vào sẽ hiểu cảm giác mất tiền mà còn bị bảo ngu nữa	0	320
Trải nghiệm tồi tệ nhất mà gặp phải.	0	321
